1.7547,1.4583
1.4532,2.0167
1.7059,2.2156
1.2234,1.5954
2.1048,1.4357
2.1951,1.1171
1.7094,1.7884
1.3787,2.1568
1.6169,1.5021
1.1134,1.7009
0.64854,1.8713
1.3575,1.7889
1.7965,2.0167
1.2276,1.513
2.6381,1.3468
1.5813,1.9105
1.654,2.1125
1.5938,1.9224
1.6641,1.7349
0.98526,0.76511
1.8536,1.4355
1.5508,1.3489
1.8337,0.63789
1.6761,1.5282
1.5147,1.7729
1.1105,1.2272
1.6255,1.337
1.7332,1.1996
1.3091,1.47
1.9087,1.3434
0.8412,1.2173
1.8544,1.9261
1.6861,2.0533
2.3888,0.84653
1.777,1.93
1.7629,1.5985
0.90265,1.1819
1.8923,1.9113
1.6315,1.843
1.9679,1.4879
0.7653,1.6424
1.5518,1.0556
1.0896,1.8806
1.4138,1.7639
1.4126,2.7237
1.0106,1.2765
1.2025,1.5449
1.9522,0.21351
1.6097,1.2124
2.0233,1.178
0.88711,1.2815
1.5419,1.225
1.8115,1.3657
1.702,0.99781
1.0665,1.2823
0.71662,1.9936
1.8208,1.5947
1.607,1.8272
0.75361,1.5999
1.4268,1.0285
1.1187,1.8138
1.4697,2.0701
1.7453,1.6801
1.6352,1.9008
1.359,1.5584
1.6651,1.2374
1.729,1.3443
2.1138,1.7237
1.1617,1.6919
1.4751,1.3039
1.7259,1.2069
1.1865,1.2633
1.5722,2.142
0.67599,1.4827
1.0618,1.8287
1.476,1.2836
1.5294,1.4813
2.0942,1.2969
1.6449,1.7252
1.9098,1.4582
1.6329,2.0972
1.9334,1.4783
1.9825,1.3659
2.0311,1.3701
1.833,2.1771
1.5514,1.6131
2.0435,1.3508
1.5821,1.7394
1.4382,1.3638
1.1061,1.4694
1.7198,1.4592
0.83889,1.467
1.9849,2.1734
1.3969,1.7646
2.1704,0.58256
1.3918,1.0352
2.2689,1.6161
1.8369,1.3427
1.2202,1.6105
0.53499,-1.1134
0.4459,-0.63177
-0.81417,0.93225
-1.0471,0.71311
-0.04726,-0.38989
-0.27678,-0.23761
1.0281,0.31536
0.72423,-0.14198
-0.46852,-0.027178
0.77363,-0.73072
-0.072733,0.025139
-0.23031,0.16455
0.14862,-0.056758
-0.0025743,-1.5467
0.085667,0.25254
1.3489,0.61097
-0.23471,-2.3138
0.023542,1.4367
-0.59042,-0.13238
-1.5989,-0.0026578
0.030821,-0.014328
-0.86011,0.64305
0.34715,0.33728
-0.98952,0.31047
0.0079815,0.18205
0.57098,0.03771
0.38234,0.34905
-0.093653,0.72213
0.42251,0.25474
-0.83969,0.010069
1.294,-0.1307
-0.065227,0.01009
0.19702,-0.70455
-0.019055,-0.1581
-1.428,0.22811
-0.22632,1.0572
0.10763,-1.081
-0.036385,-1.0298
1.348,0.61506
-0.8029,0.40917
0.36953,-0.0063422
0.33489,0.9256
-0.20136,-0.50151
0.12998,-0.50644
-0.95288,1.2876
0.25398,-0.52067
-0.17762,0.56229
0.12256,-0.60542
0.55238,0.12111
-0.056037,0.20331
-1.0961,-0.52048
-0.38005,-0.11977
0.13574,-0.095804
0.23699,0.0009799
0.97206,-0.38513
0.64621,0.29293
-0.44509,0.97072
-0.59577,0.76676
1.5051,-0.73011
0.031149,0.013686
1.9264,1.6552
-1.113,-0.074093
-0.24514,0.83571
0.29031,-0.365
0.063591,0.27237
0.79084,-0.88997
0.45914,0.47036
-0.36351,-0.11841
-0.14458,-0.064014
-0.18549,-0.69654
0.28546,-0.40869
-0.13036,0.19448
1.0159,0.04378
0.78585,-0.32428
-0.14447,1.3016
-0.14029,-0.10689
-0.029135,0.26141
0.33606,-0.44589
-0.26881,0.0051924
0.71599,0.59959
-0.79314,-0.12798
0.24739,0.10658
-0.3678,-0.20303
-0.90617,-0.15065
0.26143,-0.10896
0.2509,-0.35053
1.21,0.42518
-0.56274,0.0051204
0.32224,1.4126
-0.81373,0.13432
0.88018,0.38707
-1.2226,-0.0253
-0.59267,-0.50335
-0.20665,-0.305
-0.53737,-0.61344
0.57111,-0.74676
-0.24583,0.39158
0.091703,0.032031
-0.3127,-0.38008
0.71847,-0.56083
0.5543,-0.26007
0.4402,0.24388
-0.18257,-0.4472
0.67096,-0.10013
-0.3791,-0.044576
0.58296,-0.096146
-0.22346,-0.13764
0.14943,-0.10522
-1.1283,-0.45713
-0.26319,0.19627
0.5561,0.1596
-0.78475,-0.33099
-0.29,0.54609
0.21166,-0.0035494
-0.71035,-0.13728
0.16592,0.8322
0.49121,0.089442
0.41831,0.25123
0.913,-0.45558
-0.13993,-0.22116
-0.22354,-0.054652
0.032999,0.24516
-0.65748,0.37902
-0.92004,0.56882
-1.3114,0.24379
-0.30861,0.29807
-0.11782,-0.0038387
0.52878,0.28872
0.45908,-0.048485
0.76864,-0.47209
-0.068667,-0.56776
-0.22349,-0.90668
0.17718,0.35736
-0.78127,0.7632
-0.31087,0.25162
0.13797,-0.29118
0.054312,0.4182
-0.079699,0.098468
0.26832,-0.34784
-0.88457,-0.5714
-0.026984,-0.38458
-0.28255,0.92806
-0.94918,-0.43127
-0.96103,0.26976
-0.42961,-0.01078
-0.19168,0.37229
0.066275,-0.61382
-0.25952,0.31985
0.72415,-0.55978
-1.2714,0.33844
0.48303,0.27111
-0.021257,-0.30065
-0.10163,0.74026
-0.51324,-0.20279
0.15509,0.058043
0.10075,0.14555
0.14863,0.2521
0.52395,0.40797
-0.062692,0.16264
0.73656,0.77833
0.16669,-0.37889
0.073446,0.26873
0.13299,0.21488
-0.30845,0.45734
0.56196,-0.38016
-0.21771,-0.51136
0.83291,-0.86655
1.3439,-0.077404
0.15185,0.15118
-2.1014,-0.64982
0.22134,0.078903
0.2568,0.23428
-1.3934,-0.52559
0.31782,0.94572
0.090551,-0.48818
-0.4258,-0.98328
-0.84829,-0.13749
1.3766,0.21053
1.384,-0.10086
-0.29167,0.10632
-0.25758,0.078778
-0.93251,-0.41623
-0.37137,-0.17827
-0.27433,0.45387
0.20447,-0.50027
-0.10912,0.49949
0.21989,0.66202
0.22645,0.49311
0.059841,-0.099314
0.058711,0.41356
0.3626,-0.80243
1.2737,0.96361
-0.098951,0.86271
0.28792,0.13697
-0.11849,0.53095
-0.70031,-0.21861
-1.0241,-0.39044
-0.75789,-1.259
-0.30251,-0.22897
-0.11425,-0.15272
-1.64,1.7767
-0.99712,1.6394
-1.0012,2.5207
-1.446,1.6901
-1.1343,2.0859
-1.6786,1.8122
-1.0704,1.5546
-1.2176,2.4767
-1.5661,2.4059
-1.2362,1.1726
-1.4059,1.6758
-0.50006,2.3589
-0.098914,1.6132
-2.3739,1.5665
-0.6178,1.7097
-0.93785,1.8572
-0.66003,2.1066
-0.52886,2.1021
-0.92195,1.8282
-0.44111,1.8534
-1.2017,1.6606
-0.67866,1.7994
-0.41795,2.6204
-1.0709,1.7103
-0.41526,1.9437
-0.31366,1.5834
-0.62701,2.2405
-1.2315,2.772
-0.98607,1.4551
-0.32201,2.5923
-0.84758,2.4415
-0.049888,1.7932
0.51828,2.2712
-1.583,2.4287
-1.4318,0.50107
-0.19902,1.1295
-0.7695,1.3703
-0.56581,1.0938
-1.1053,1.4922
-1.0332,2.1891
-0.84217,1.5277
-1.0064,2.2125
-1.019,1.7698
-1.1619,2.7613
0.166,0.90205
-1.838,2.0476
-0.74584,1.5453
-0.76065,2.2867
-0.4791,1.7294
-2.5291,1.6386
-0.91921,1.954
-0.87072,1.5971
-1.0442,2.2022
-1.6142,2.4509
-1.8592,1.084
-1.3573,1.3571
-0.71912,2.7783
-1.2816,1.8694
-1.2387,1.8301
-1.2624,1.2394
-1.0369,1.5957
-0.74555,2.314
-0.84658,1.5455
-1.4906,2.5461
-0.38515,2.3755
-1.3218,2.0427
-1.3159,2.2226
-1.6508,1.2937
-1.045,1.9074
-1.0578,1.9877
-1.0037,1.5873
-1.1049,1.2643
-1.4642,2.3144
-1.1502,2.3509
-1.5921,3.2497
-0.64048,1.7718
-1.132,2.4506
-0.80937,2.1207
-1.0019,2.0473
-1.0881,1.6516
-0.60702,1.5487
-0.95198,1.1414
-1.1742,2.0079
-0.717,1.9211
-1.4509,1.3221
-2.06,1.8219
-0.77545,2.0333
-1.0134,2.6383
-1.673,2.0458
-2.3476,2.0858
-0.97827,2.3045
-1.2448,1.7095
-1.762,1.703
-1.0084,2.0889
-0.71086,2.4056
-1.2252,2.6408
-0.99975,2.9047
-1.5359,2.0792
-0.50399,2.2897
-0.92616,1.6882
-2.5204,-2.6151
-3.0907,-3.6231
-1.6204,-2.7647
-1.9437,-2.6176
-2.9204,-3.1386
-2.256,-3.1136
-1.3204,-2.141
-1.9327,-3.4609
-2.4909,-2.3156
-1.8505,-3.1749
-2.4075,-3.4003
-1.6188,-2.6065
-2.0182,-3.0801
-1.2475,-2.8704
-1.9888,-3.24
-1.022,-2.432
-2.4153,-2.634
-1.9919,-3.0005
-1.9904,-2.7295
-1.2806,-2.8426
-2.2935,-2.8141
-1.2928,-3.1858
-1.378,-2.6039
-2.2051,-2.6031
-2.922,-2.4311
-1.8639,-3.0715
-1.6181,-3.0594
-1.2987,-3.6237
-1.9092,-3.5239
-1.624,-2.9555
-2.5409,-2.9337
-2.1906,-2.3548
-1.7838,-3.2211
-1.7733,-3.561
-1.7318,-3.4256
-1.7343,-3.083
-1.7483,-3.609
-1.4655,-3.9457
-0.91991,-2.8513
-1.8356,-2.5443
-2.1005,-3.3388
-0.98619,-3.4369
-2.4815,-3.5463
-1.6411,-2.817
-1.9683,-2.6214
-2.1646,-2.8927
-2.4589,-2.8428
-1.514,-2.8334
-2.4245,-2.1058
-1.5543,-2.4029
-1.6103,-3.2337
-2.0766,-2.6493
-1.7207,-3.3137
-2.3366,-2.4319
-1.2244,-3.0569
-2.4871,-2.8661
-1.9828,-2.786
-1.9242,-3.076
-2.0375,-2.4341
-0.81853,-2.3007
-1.4236,-2.9259
-1.4872,-3.437
-3.3555,-3.7388
-2.551,-2.4051
-2.0234,-2.8182
-1.7589,-2.9535
-2.2235,-3.6727
-1.9443,-2.5264
-2.9082,-3.5344
-1.5987,-3.3363
-1.6396,-2.8666
-2.0457,-2.709
-2.9651,-3.797
-2.1,-2.5395
-1.4753,-2.6705
-1.8956,-2.7574
-1.4474,-2.793
-1.7977,-2.9729
-2.7237,-2.6075
-1.8061,-3.273
-2.568,-2.8859
-1.5545,-2.7419
-2.2774,-2.8443
-1.7704,-3.8099
-2.0722,-3.419
-2.1611,-1.4732
-2.5245,-3.2214
-1.8743,-2.4419
-1.4719,-3.5034
-1.7684,-2.9065
-1.7074,-2.4312
-1.3937,-2.6669
-1.6883,-3.9903
-1.5952,-3.0958
-2.3343,-3.1109
-1.6431,-2.2108
-0.67677,-3.4619
-2.5663,-3.0824
-2.4797,-2.3514
-1.4964,-4.1324
